# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-10-18 22:34:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../programs/STAN/clickgraph/clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 1276562338 (Default)
# output
#   file = clickgraph.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-20.7004,0.874213,0.00441821,8,511,0,28.9808,0.725451,0.0449364,0.302598,0.594522,0.896252,0.462469,0.581666,0.308933
-20.9117,0.459571,0.00441821,9,1023,0,26.765,0.813812,0.0646083,0.485191,0.50697,0.879157,0.411637,0.480657,0.208391
-21.6892,0.791496,0.00441821,9,511,0,24.0607,0.834956,0.0488705,0.441858,0.468364,0.911207,0.651346,0.454798,0.340341
-21.1957,0.713577,0.00441821,10,1023,0,25.8895,0.808373,0.402899,0.89587,0.572918,0.216402,0.80709,0.731102,0.517933
-21.305,0.51529,0.00441821,10,1023,0,25.0495,0.500108,0.142403,0.550732,0.939907,0.504663,0.593388,0.395049,0.682091
-22.0772,0.780452,0.00441821,9,1023,0,26.1662,0.443445,0.625651,0.455185,0.853043,0.92754,0.475185,0.577289,0.214236
-24.8595,0.949639,0.00441821,9,511,0,29.2106,0.390488,0.558343,0.0853948,0.616619,0.992331,0.544906,0.373915,0.205605
-20.708,0.903523,0.00441821,9,511,0,26.7691,0.178033,0.43054,0.428308,0.327345,0.812728,0.779463,0.408723,0.793905
-21.8335,0.946516,0.00441821,9,511,0,23.2678,0.0711858,0.560131,0.216541,0.883468,0.519002,0.815466,0.539604,0.335804
-20.9853,0.876796,0.00441821,10,1023,0,24.8036,0.357614,0.42513,0.879502,0.0711686,0.55214,0.129662,0.579,0.626954
-20.6619,0.888936,0.00441821,9,511,0,23.3359,0.415961,0.252801,0.775211,0.257054,0.903209,0.23255,0.719395,0.648763
-19.9977,0.874213,0.00441821,9,767,0,24.4609,0.226581,0.629808,0.227437,0.226087,0.173314,0.508758,0.574598,0.393279
-19.3076,0.982134,0.00441821,10,1023,0,22.3139,0.160428,0.427472,0.53493,0.828274,0.313326,0.575168,0.552074,0.625021
-19.7565,0.892663,0.00441821,10,1023,0,22.0148,0.504778,0.537377,0.745543,0.235432,0.699643,0.147063,0.51466,0.775881
-20.0151,0.690844,0.00441821,10,1023,0,22.0738,0.605806,0.336079,0.133779,0.262645,0.695566,0.854419,0.622639,0.0370279
-22.8717,0.275532,0.00441821,10,1023,0,27.7392,0.32275,0.562665,0.715356,0.602876,0.0235721,0.352824,0.543205,0.947342
-22.7546,0.939918,0.00441821,9,511,0,26.2361,0.456635,0.844537,0.627955,0.729283,0.00459184,0.531824,0.514537,0.7514
-20.8863,0.681219,0.00441821,10,1023,0,25.7286,0.333918,0.947985,0.866542,0.546389,0.437417,0.221314,0.484457,0.80008
-22.2964,0.401255,0.00441821,10,1023,0,25.9404,0.630584,0.543512,0.933461,0.891948,0.452877,0.117063,0.50441,0.329454
-20.3601,0.837726,0.00441821,9,511,0,24.2436,0.746335,0.779086,0.929885,0.826223,0.593233,0.190442,0.437046,0.644903
-20.6464,0.402888,0.00441821,10,1023,0,23.1966,0.76973,0.554917,0.939169,0.673363,0.634556,0.766392,0.537188,0.880452
-22.1531,0.420185,0.00441821,9,511,0,27.1031,0.510884,0.389538,0.927036,0.187471,0.529814,0.640683,0.324438,0.641527
-21.9674,0.628681,0.00441821,9,1023,0,26.7631,0.838337,0.740066,0.596926,0.763707,0.347385,0.988924,0.649181,0.243209
-22.2635,0.496254,0.00441821,10,1023,0,25.019,0.366933,0.0818606,0.771686,0.320557,0.674178,0.981778,0.626569,0.569954
-22.4149,0.656143,0.00441821,10,1023,0,24.7907,0.175913,0.346224,0.780286,0.39258,0.577284,0.981094,0.69892,0.369029
-21.6505,0.81127,0.00441821,9,1023,0,25.6283,0.188899,0.320097,0.36067,0.669062,0.0320662,0.79213,0.338833,0.778038
-21.8096,0.663358,0.00441821,10,1023,0,24.6484,0.696137,0.601551,0.764827,0.416623,0.965719,0.201919,0.711634,0.767836
-22.297,0.924811,0.00441821,9,1023,0,26.4336,0.846378,0.265213,0.532453,0.556108,0.961283,0.60766,0.516407,0.0297508
-22.0511,0.595686,0.00441821,9,511,0,26.3893,0.887496,0.583849,0.433221,0.441988,0.285992,0.16275,0.72287,0.0400656
-24.0405,0.513434,0.00441821,9,1023,0,28.8933,0.864774,0.9179,0.078589,0.54735,0.10427,0.345695,0.742458,0.934515
-20.238,0.964994,0.00441821,9,511,0,24.9154,0.638888,0.269889,0.616321,0.423989,0.75055,0.350456,0.392483,0.0896536
-21.8142,0.325984,0.00441821,9,511,0,26.7262,0.768801,0.178787,0.656453,0.38486,0.817575,0.334433,0.392576,0.0403026
-20.5945,0.579245,0.00441821,9,511,0,24.4556,0.734621,0.245151,0.715265,0.480786,0.775525,0.364047,0.404425,0.0820133
-20.1219,0.126204,0.00441821,9,511,0,24.3523,0.757387,0.242165,0.709312,0.459163,0.786674,0.37242,0.420495,0.138444
-26.8849,0.658338,0.00441821,9,511,0,28.2321,0.784596,0.0103248,0.449997,0.802944,0.148624,0.0171629,0.743802,0.904449
-23.8467,0.881106,0.00441821,10,1023,0,30.7033,0.0527492,0.619238,0.84621,0.436365,0.841121,0.957975,0.333954,0.719897
-21.5097,0.847798,0.00441821,10,1023,0,27.956,0.0751753,0.816307,0.0955094,0.501122,0.764003,0.687392,0.578734,0.425892
-21.7365,0.986995,0.00441821,9,1023,0,23.8068,0.273466,0.94275,0.0893958,0.35677,0.794841,0.777303,0.519755,0.54294
-25.8544,0.949148,0.00441821,10,1023,0,28.22,0.939592,0.0650284,0.947453,0.757999,0.102264,0.0347185,0.642112,0.673854
-23.3735,0.763733,0.00441821,10,1023,0,29.6904,0.31618,0.984224,0.491369,0.357444,0.863843,0.0710168,0.324395,0.735474
-24.5968,0.458611,0.00441821,10,1023,0,28.8239,0.848102,0.201696,0.398064,0.717082,0.0362187,0.977466,0.843124,0.379029
-23.1432,0.990694,0.00441821,9,1023,0,27.8903,0.66199,0.548023,0.0545043,0.293138,0.111315,0.784542,0.308511,0.313604
-20.1572,0.867734,0.00441821,9,511,0,25.0489,0.341472,0.342123,0.127449,0.123802,0.247667,0.669661,0.652498,0.524911
-26.3983,0.979579,0.00441821,10,1023,0,30.8131,0.00440213,0.964507,0.65013,0.924508,0.886759,0.360878,0.548528,0.480034
-25.2524,0.985914,0.00441821,10,1023,0,33.0586,0.805894,0.821346,0.488061,0.0689068,0.106715,0.00515208,0.496046,0.812067
-26.3911,0.889004,0.00441821,10,1023,0,30.8847,0.105234,0.0568627,0.675983,0.0499647,0.129105,0.99476,0.666723,0.408292
-29.2729,0.464232,0.00441821,10,1023,0,36.2044,0.995499,0.145824,0.897578,0.929258,0.794793,0.996572,0.675469,0.276827
-28.5927,0.64896,0.00441821,10,1023,0,32.3483,0.98964,0.0526226,0.913347,0.450771,0.557787,0.997719,0.762099,0.414073
-28.8074,0.850137,0.00441821,9,511,0,31.3926,0.975103,0.174975,0.972433,0.232353,0.23566,0.998766,0.582254,0.177219
-26.8467,0.550764,0.00441821,10,1023,0,33.2623,0.606312,0.956997,0.944933,0.823735,0.224836,0.995946,0.434879,0.852422
-22.9659,0.708619,0.00441821,9,511,0,29.5136,0.731486,0.666555,0.920042,0.0831281,0.626126,0.914807,0.387726,0.336146
-20.5382,0.990393,0.00441821,9,511,0,24.1301,0.163593,0.564346,0.575226,0.891656,0.684551,0.25989,0.762246,0.51627
-19.5535,0.77145,0.00441821,10,1023,0,23.103,0.807329,0.39793,0.511226,0.801738,0.772269,0.868682,0.627565,0.366703
-20.7481,0.633717,0.00441821,9,1023,0,27.0194,0.841508,0.334063,0.530715,0.835908,0.795676,0.922363,0.577535,0.515208
-20.3207,0.722704,0.00441821,10,1023,0,22.205,0.826813,0.416373,0.477077,0.849899,0.890859,0.737057,0.631267,0.450236
-22.0959,0.783237,0.00441821,9,1023,0,24.949,0.708239,0.651704,0.497667,0.976315,0.905893,0.533238,0.636099,0.264919
-21.0693,1,0.00441821,9,511,0,22.7603,0.717893,0.644995,0.510889,0.927922,0.904363,0.57237,0.705141,0.314056
-18.9717,0.856253,0.00441821,10,1023,0,22.5019,0.260769,0.574288,0.42275,0.573004,0.0857289,0.224115,0.424973,0.874937
-19.0808,0.556955,0.00441821,9,511,0,22.5376,0.237004,0.543238,0.479261,0.64689,0.095794,0.195057,0.377633,0.850431
-20.6236,0.336335,0.00441821,10,1023,0,24.1684,0.644147,0.45353,0.520842,0.662081,0.930854,0.827,0.624879,0.712805
-22.7332,0.886258,0.00441821,9,511,0,25.0896,0.722552,0.0272185,0.715849,0.418721,0.894732,0.228555,0.592636,0.0479087
-21.5248,0.35891,0.00441821,9,511,0,26.0794,0.837259,0.373884,0.461346,0.655613,0.132655,0.304398,0.715081,0.938953
-22.4343,0.488557,0.00441821,9,1023,0,26.7792,0.808845,0.120186,0.39878,0.449856,0.142004,0.30837,0.637641,0.972473
-22.6961,0.999996,0.00441821,9,511,0,25.2542,0.795611,0.492446,0.303309,0.104611,0.358745,0.214568,0.41918,0.969404
-23.9049,0.467629,0.00441821,10,1023,0,28.2305,0.8954,0.640319,0.253925,0.0974935,0.310569,0.255172,0.369163,0.968621
-25.2022,0.907557,0.00441821,9,1023,0,27.2991,0.167683,0.365969,0.984853,0.930757,0.720759,0.168111,0.741875,0.288073
-25.3123,0.530432,0.00441821,9,511,0,29.5282,0.122548,0.393657,0.989701,0.879782,0.891238,0.149868,0.755646,0.708131
-23.5512,0.906043,0.00441821,9,511,0,28.0196,0.161521,0.416709,0.963444,0.649813,0.964713,0.449382,0.358177,0.421675
-22.9802,0.999762,0.00441821,10,1023,0,24.6611,0.223834,0.570469,0.934579,0.262602,0.979938,0.186517,0.424031,0.753834
-23.4089,0.573399,0.00441821,10,1023,0,28.4119,0.154452,0.762438,0.682156,0.902767,0.00994091,0.13112,0.486341,0.675238
-24.7904,0.529086,0.00441821,9,1023,0,29.8185,0.0475146,0.658881,0.511853,0.691809,0.00607023,0.0431239,0.50182,0.901015
-24.5773,0.289276,0.00441821,10,1023,0,29.7348,0.0827459,0.352936,0.145987,0.321883,0.0163142,0.0206382,0.349758,0.840247
-25.4638,0.315372,0.00441821,10,1023,0,30.3083,0.168234,0.780891,0.737089,0.648991,0.937383,0.00331417,0.615999,0.468564
-22.4114,0.913001,0.00441821,9,511,0,29.4354,0.184693,0.827951,0.744687,0.725409,0.698277,0.0258613,0.68926,0.59015
-22.5722,0.528733,0.00441821,10,1023,0,26.452,0.148812,0.557572,0.275463,0.211125,0.869074,0.0748911,0.274945,0.845767
-24.6007,0.421171,0.00441821,9,1023,0,30.3082,0.0769308,0.811977,0.676474,0.1912,0.629958,0.58668,0.221201,0.204662
-21.8822,0.961777,0.00441821,10,1023,0,25.6451,0.904967,0.534603,0.804266,0.762292,0.50696,0.576605,0.794565,0.867189
-26.8689,0.999992,0.00441821,9,511,0,28.3771,0.995441,0.242127,0.588436,0.165811,0.354656,0.907413,0.266334,0.27129
-25.2216,0.976443,0.00441821,10,1023,0,30.4758,0.880665,0.171556,0.909774,0.81197,0.513287,0.0361135,0.829576,0.713246
-23.2948,0.996667,0.00441821,9,511,0,26.9381,0.711344,0.11981,0.906197,0.581837,0.260968,0.10731,0.812591,0.564509
-22.342,0.813578,0.00441821,10,1023,0,27.9376,0.296219,0.562483,0.758293,0.229548,0.981404,0.264643,0.551232,0.331218
-25.1067,0.91128,0.00441821,9,511,0,27.3204,0.107246,0.397806,0.685559,0.0280595,0.985937,0.391745,0.766669,0.71751
-27.8324,0.999997,0.00441821,9,511,0,28.8656,0.142642,0.626589,0.713558,0.00551693,0.994625,0.646665,0.788123,0.261678
-27.2634,0.649411,0.00441821,9,1023,0,30.0228,0.147322,0.882706,0.596639,0.00932305,0.98651,0.446664,0.82802,0.729721
-24.6793,0.86832,0.00441821,10,1023,0,31.0353,0.850389,0.284357,0.297319,0.970221,0.0226921,0.777058,0.699611,0.449247
-23.0007,0.996452,0.00441821,10,1023,0,25.953,0.12199,0.709542,0.607951,0.0543793,0.975952,0.351115,0.646108,0.588426
-21.1517,0.716769,0.00441821,9,1023,0,26.2962,0.252271,0.232797,0.756821,0.116872,0.113904,0.24132,0.543913,0.438013
-22.8116,0.973192,0.00441821,9,511,0,24.7497,0.312185,0.632288,0.837393,0.0614011,0.0765813,0.719921,0.769632,0.721153
-22.9436,0.488906,0.00441821,10,1023,0,28.6907,0.28311,0.651211,0.807872,0.123346,0.0899688,0.830603,0.712029,0.881035
-23.2989,0.779719,0.00441821,9,511,0,26.2573,0.342444,0.645539,0.883684,0.210995,0.0653853,0.763892,0.792368,0.852412
-23.0645,0.738521,0.00441821,10,1023,0,25.8249,0.182889,0.132271,0.478647,0.765323,0.751862,0.84514,0.293358,0.251781
-23.7431,0.825059,0.00441821,9,511,0,27.1693,0.292092,0.112328,0.500466,0.889742,0.611341,0.883856,0.222835,0.461213
-27.4454,0.880883,0.00441821,9,511,0,32.4615,0.136744,0.0715195,0.944372,0.0734059,0.231506,0.360858,0.964579,0.52863
-27.7421,0.393586,0.00441821,10,1023,0,33.3752,0.410062,0.0254094,0.65101,0.0624936,0.76148,0.585505,0.979726,0.394553
-30.0125,0.11163,0.00441821,9,1023,0,33.9741,0.336796,0.0146679,0.69388,0.0891257,0.826172,0.7149,0.985746,0.617422
-31.0449,0.524354,0.00441821,9,511,0,34.0171,0.409011,0.0189852,0.821366,0.0721159,0.725044,0.745554,0.980489,0.838047
-30.0153,0.435218,0.00441821,9,511,0,35.0503,0.456782,0.0046148,0.919777,0.120119,0.479434,0.894888,0.953484,0.0876931
-27.1262,0.44882,0.00441821,10,1023,0,36.0735,0.519038,0.995051,0.0722574,0.0436107,0.361198,0.127718,0.640123,0.244463
-23.0059,0.374151,0.00441821,9,1023,0,32.0072,0.887777,0.312118,0.768047,0.953307,0.87701,0.212144,0.541596,0.306954
-18.7846,1,0.00441821,10,1023,0,26.9037,0.440747,0.436751,0.206255,0.410014,0.398252,0.849441,0.564078,0.400824
-19.7283,0.866766,0.00441821,9,1023,0,21.7155,0.299114,0.421676,0.167794,0.422713,0.49237,0.881527,0.672743,0.361895
-21.4649,0.906238,0.00441821,9,1023,0,23.8854,0.299876,0.402294,0.127762,0.260467,0.267563,0.686914,0.746841,0.140787
-23.1678,1,0.00441821,9,511,0,24.9344,0.875456,0.191867,0.0120258,0.629502,0.374257,0.447398,0.457055,0.795432
-19.1585,0.633087,0.00441821,10,1023,0,24.1219,0.384662,0.0580238,0.191839,0.229851,0.489524,0.397409,0.672973,0.204368
-21.1846,0.361326,0.00441821,10,1023,0,23.4774,0.046665,0.153209,0.240063,0.74521,0.254154,0.465824,0.615618,0.530373
-25.647,0.999975,0.00441821,9,511,0,28.1188,0.0244907,0.198627,0.813701,0.468919,0.53273,0.973882,0.212467,0.516004
-24.4128,0.99999,0.00441821,9,511,0,28.5216,0.0364299,0.390453,0.964479,0.6033,0.552924,0.973152,0.573321,0.690918
-21.8764,0.994571,0.00441821,9,511,0,26.0055,0.201645,0.741148,0.973171,0.320568,0.805725,0.759567,0.531016,0.491062
-21.4494,0.986088,0.00441821,10,1023,0,24.027,0.289077,0.22198,0.0198899,0.18767,0.40657,0.273463,0.680757,0.450938
-25.3197,0.999999,0.00441821,9,511,0,27.9283,0.877545,0.773174,0.0113696,0.866885,0.886525,0.0590652,0.505616,0.29072
-25.6179,0.562603,0.00441821,10,1023,0,32.4908,0.1986,0.985972,0.243859,0.0578279,0.629922,0.304968,0.895281,0.678646
-26.7744,0.823646,0.00441821,9,1023,0,35.5716,0.267851,0.997287,0.0556656,0.222727,0.21301,0.0594923,0.646273,0.797206
-26.793,0.921864,0.00441821,9,511,0,29.1268,0.321492,0.995316,0.0759447,0.354924,0.321251,0.047711,0.779373,0.643544
-23.3855,0.920138,0.00441821,10,1023,0,33.5159,0.271423,0.909118,0.0644996,0.321988,0.0191203,0.568436,0.530048,0.591649
-22.9324,0.999999,0.00441821,9,511,0,24.9342,0.326827,0.835848,0.0516499,0.200284,0.0643814,0.783496,0.536219,0.283461
-22.4069,0.933142,0.00441821,10,1023,0,26.045,0.891743,0.223634,0.939397,0.688439,0.930379,0.582744,0.65277,0.346125
-24.3588,0.859292,0.00441821,9,1023,0,28.1754,0.333668,0.453194,0.0649633,0.0443973,0.0564484,0.0584543,0.475564,0.762642
-25.0166,0.812261,0.00441821,9,511,0,27.574,0.489732,0.808872,0.0969409,0.0234287,0.0951394,0.0350955,0.638131,0.725315
-21.4797,0.688132,0.00441821,9,1023,0,26.3417,0.470774,0.171241,0.244579,0.937933,0.745128,0.905728,0.544655,0.300145
-20.0273,0.711767,0.00441821,10,1023,0,23.4024,0.494469,0.335214,0.40203,0.267458,0.195777,0.367797,0.776363,0.674466
-20.2796,1,0.00441821,9,1023,0,24.8218,0.752382,0.398359,0.368257,0.188399,0.378343,0.145902,0.746385,0.552592
-20.4776,0.877371,0.00441821,9,511,0,22.8139,0.427781,0.280868,0.524565,0.125157,0.633142,0.165969,0.504099,0.221212
-22.1945,0.963663,0.00441821,9,511,0,23.8658,0.449716,0.779253,0.28908,0.0158293,0.347061,0.825922,0.700993,0.628393
-22.9557,0.821797,0.00441821,9,1023,0,25.96,0.295519,0.724471,0.18836,0.0112835,0.2944,0.871194,0.675841,0.540059
-19.8602,0.730552,0.00441821,9,1023,0,25.889,0.833834,0.902313,0.697091,0.463446,0.41608,0.316923,0.561657,0.561971
-27.4045,0.651954,0.00441821,9,511,0,29.2771,0.9379,0.665894,0.676276,0.562045,0.52906,0.104339,0.336511,0.998771
-26.9112,0.622725,0.00441821,9,1023,0,33.2914,0.903701,0.618522,0.557756,0.822917,0.783849,0.0136999,0.728726,0.992359
-25.4443,0.982939,0.00441821,10,1023,0,31.4383,0.242418,0.490271,0.730489,0.199598,0.16553,0.97097,0.396323,0.116014
-21.3803,0.323277,0.00441821,9,1023,0,26.1224,0.535982,0.176218,0.342027,0.809662,0.490912,0.229979,0.615215,0.978644
-24.7778,0.0835245,0.00441821,8,511,0,29.5202,0.292952,0.592426,0.537032,0.744075,0.622441,0.29312,0.5608,0.972838
-25.0204,0.999996,0.00441821,9,511,0,28.1348,0.779117,0.492421,0.16459,0.0407302,0.627539,0.684019,0.573717,0.00406388
-23.2965,0.900625,0.00441821,9,511,0,29.3151,0.848344,0.412122,0.209881,0.58644,0.186916,0.0441116,0.513406,0.0385073
-20.2259,0.966069,0.00441821,9,1023,0,28.3556,0.356155,0.62276,0.12132,0.134943,0.605538,0.415997,0.848651,0.327826
-19.3632,0.324645,0.00441821,9,1023,0,22.6196,0.247381,0.60385,0.332073,0.242845,0.844945,0.475022,0.635034,0.380033
-20.9801,0.7307,0.00441821,9,1023,0,24.4488,0.826362,0.780734,0.385194,0.183551,0.240103,0.874871,0.686657,0.696895
-22.8836,0.479898,0.00441821,9,511,0,26.6807,0.807472,0.771045,0.236969,0.17777,0.442864,0.86961,0.619421,0.907653
-19.8726,0.665001,0.00441821,9,1023,0,25.3249,0.762043,0.172501,0.16842,0.559846,0.261773,0.491264,0.651367,0.304488
-19.7775,0.569503,0.00441821,9,1023,0,23.409,0.727083,0.40617,0.104653,0.255625,0.61681,0.392866,0.688213,0.539908
-19.4432,0.846861,0.00441821,9,511,0,21.3493,0.696833,0.449328,0.103076,0.427682,0.628538,0.349295,0.597847,0.27543
-19.2894,0.901086,0.00441821,10,1023,0,21.1084,0.792463,0.796766,0.765582,0.577549,0.527017,0.669674,0.601635,0.766809
-20.604,0.683329,0.00441821,10,1023,0,22.7561,0.713675,0.888764,0.158826,0.70092,0.304312,0.762684,0.561013,0.304693
-21.7984,0.851913,0.00441821,10,1023,0,26.1024,0.492709,0.10863,0.524403,0.4857,0.014384,0.482417,0.552197,0.808339
-23.9232,0.500281,0.00441821,9,1023,0,28.6184,0.400296,0.0488621,0.500558,0.481489,0.0141764,0.702696,0.522047,0.87926
-22.7498,0.522554,0.00441821,10,1023,0,27.573,0.368428,0.948452,0.587558,0.415221,0.984751,0.339399,0.506531,0.816345
-21.8115,0.793659,0.00441821,9,1023,0,26.4162,0.488235,0.785997,0.468837,0.662015,0.949522,0.192596,0.757009,0.785774
-22.5687,0.939975,0.00441821,9,511,0,27.0287,0.434633,0.715937,0.566564,0.790122,0.955791,0.173019,0.800952,0.577891
-22.8643,0.982447,0.00441821,9,1023,0,27.1378,0.49764,0.90197,0.424709,0.720248,0.892489,0.0392498,0.685282,0.370295
-27.4727,0.824423,0.00441821,9,511,0,30.0117,0.459036,0.988595,0.0731258,0.471559,0.979181,0.0200357,0.47742,0.654615
-26.8351,0.381966,0.00441821,9,1023,0,31.9468,0.523764,0.983886,0.215954,0.901157,0.957563,0.0371498,0.614625,0.299854
-22.5354,0.974405,0.00441821,9,511,0,28.9146,0.813563,0.824315,0.391902,0.113183,0.495762,0.0468205,0.69638,0.876868
-20.3938,0.823546,0.00441821,9,511,0,25.3321,0.773001,0.508443,0.464053,0.213555,0.673393,0.104191,0.69448,0.767844
-25.6252,0.727725,0.00441821,10,1023,0,28.4437,0.145759,0.998311,0.690623,0.762837,0.847544,0.712401,0.437384,0.738845
-25.2591,0.913781,0.00441821,10,1023,0,29.2819,0.865078,0.00117233,0.296698,0.596208,0.0984608,0.576474,0.587744,0.481547
-23.7924,1,0.00441821,9,511,0,25.9579,0.859186,0.00371755,0.349839,0.457197,0.116625,0.546616,0.589,0.523544
-25.8771,0.54128,0.00441821,10,1023,0,28.3323,0.356596,0.00352856,0.328249,0.250748,0.0445849,0.0666055,0.538213,0.38868
-25.6979,0.877059,0.00441821,9,511,0,26.9883,0.392834,0.00344575,0.208202,0.280751,0.0482639,0.087956,0.599319,0.600796
-24.8415,0.510208,0.00441821,10,1023,0,33.2227,0.0379282,0.663856,0.740462,0.777595,0.263453,0.11293,0.337972,0.890949
-24.1275,0.852125,0.00441821,10,1023,0,30.4516,0.144394,0.501863,0.196702,0.0116289,0.796427,0.866585,0.811614,0.38893
-23.0697,0.601353,0.00441821,10,1023,0,27.2737,0.24486,0.289816,0.191318,0.205392,0.785799,0.889945,0.91585,0.659408
-24.8511,0.669493,0.00441821,9,1023,0,30.7343,0.295945,0.141106,0.0482472,0.0185535,0.677898,0.83094,0.907384,0.502588
-18.2589,0.273453,0.00441821,9,1023,0,25.7114,0.372757,0.197874,0.26825,0.21919,0.770938,0.524864,0.733951,0.179277
-18.3379,0.276292,0.00441821,9,1023,0,21.7855,0.38687,0.24836,0.211568,0.198447,0.705636,0.717799,0.744165,0.213204
-20.9619,0.304036,0.00441821,10,1023,0,27.1098,0.800893,0.688058,0.830135,0.854081,0.484459,0.0679387,0.43885,0.852362
-20.382,0.750653,0.00441821,9,511,0,22.7086,0.81609,0.831838,0.817327,0.672538,0.285204,0.300372,0.46727,0.940107
-22.7411,0.202973,0.00441821,9,1023,0,25.8204,0.805494,0.728373,0.911319,0.874414,0.565847,0.647751,0.587437,0.989352
-22.1935,0.636448,0.00441821,9,511,0,26.1046,0.8069,0.766199,0.929558,0.833499,0.664169,0.643008,0.606897,0.975315
-21.1981,0.201339,0.00441821,9,1023,0,27.705,0.758696,0.690694,0.946627,0.893015,0.657627,0.483465,0.5805,0.908869
-20.7761,0.476253,0.00441821,10,1023,0,23.6417,0.164662,0.130617,0.903645,0.126908,0.542705,0.590282,0.72301,0.406053
-19.2515,0.825933,0.00441821,9,511,0,24.8316,0.524627,0.788898,0.761049,0.661383,0.386123,0.697721,0.637875,0.77741
-25.4013,0.954604,0.00441821,9,511,0,26.5638,0.657419,0.810802,0.247027,0.403725,0.000783693,0.162236,0.432195,0.629102
-26.5747,0.873765,0.00441821,9,511,0,28.2015,0.612406,0.815619,0.180482,0.674451,0.000740384,0.0444401,0.496525,0.575327
-21.358,0.344047,0.00441821,9,1023,0,30.1636,0.76918,0.441422,0.723962,0.673391,0.0556471,0.442249,0.380363,0.719065
-19.9047,0.980507,0.00441821,10,1023,0,23.0512,0.287838,0.457916,0.28526,0.72566,0.929122,0.631997,0.568415,0.556924
-20.2915,0.687863,0.00441821,9,1023,0,20.842,0.244873,0.600823,0.284758,0.6463,0.924809,0.622227,0.517617,0.404847
-20.8054,0.976959,0.00441821,10,1023,0,23.2717,0.113803,0.617107,0.685456,0.212411,0.301422,0.175591,0.42534,0.727744
-19.9598,0.697542,0.00441821,9,1023,0,26.4919,0.186589,0.663864,0.452013,0.576239,0.46059,0.296398,0.461962,0.81322
-20.3334,1,0.00441821,9,511,0,21.1703,0.34831,0.197761,0.586428,0.236021,0.0789682,0.717858,0.596252,0.361771
-19.2879,0.944119,0.00441821,9,511,0,22.0883,0.52082,0.758664,0.251304,0.729388,0.732733,0.565883,0.761608,0.565971
-20.4343,0.965529,0.00441821,9,511,0,21.1984,0.638346,0.196784,0.267226,0.296715,0.967531,0.815045,0.692292,0.128757
-23.0339,0.425354,0.00441821,10,1023,0,25.6606,0.139634,0.304068,0.729377,0.0739644,0.97696,0.483383,0.606779,0.680718
-24.0684,0.955933,0.00441821,9,511,0,25.5128,0.107157,0.228047,0.353331,0.0657477,0.983636,0.615211,0.732467,0.308246
-25.3792,0.382452,0.00441821,9,511,0,28.7446,0.136842,0.278492,0.428438,0.172682,0.986644,0.269101,0.814097,0.245752
-22.7515,0.954259,0.00441821,10,1023,0,28.5965,0.876053,0.798941,0.567438,0.544036,0.0422347,0.650182,0.766563,0.146301
-24.1655,0.98497,0.00441821,9,511,0,27.6277,0.926856,0.728279,0.914661,0.436108,0.874465,0.961149,0.427354,0.560501
-20.9562,0.837015,0.00441821,9,511,0,26.7375,0.877461,0.66005,0.430068,0.228812,0.368913,0.84611,0.658436,0.113224
-19.5934,1,0.00441821,9,511,0,22.0862,0.850292,0.672149,0.411539,0.247044,0.441835,0.871446,0.671474,0.187154
-20.4075,0.444267,0.00441821,9,1023,0,24.5808,0.504412,0.333045,0.782281,0.26097,0.188903,0.919068,0.628673,0.386275
-19.7543,0.992607,0.00441821,9,511,0,21.6713,0.760027,0.751219,0.657828,0.738292,0.563193,0.814412,0.488003,0.56947
-21.4823,1,0.00441821,9,511,0,22.8205,0.833846,0.424633,0.883555,0.959243,0.199795,0.641346,0.489375,0.835465
-25.0483,0.650191,0.00441821,9,511,0,26.3469,0.908837,0.522919,0.916384,0.981987,0.0597027,0.218688,0.315891,0.719647
-24.0468,0.656499,0.00441821,9,511,0,29.173,0.868295,0.917347,0.74708,0.933493,0.0986438,0.67892,0.736193,0.514545
-22.1771,0.582221,0.00441821,9,767,0,26.4151,0.575423,0.695952,0.617775,0.922231,0.0811138,0.621757,0.76026,0.829138
-25.1527,1,0.00441821,9,511,0,28.1601,0.341916,0.399382,0.392053,0.0143782,0.0384059,0.75071,0.815242,0.394885
