# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf20_model
# start_datetime = 2023-07-05 17:05:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf20.data.r
# init = 2 (Default)
# random
#   seed = 774767535 (Default)
# output
#   file = examples\cf\cf20_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mean
-20454.8,0.931626,0.00105802,10,1023,0,20473.4,6.74951,-10.5799,5.05937,2.97412,-7.5439,-3.57078,-4.28817,-9.47285,1.77935,9.80237,-2.86175,-4.12738,5.09027,2.57917,3.41017,1.65304,4.37035,-3.72603,1.39911,1.93681,3.46389,-5.71903,-1.38966,0.855549,-0.721765,-7.09256,2.40739,2.55242,3.38255,-0.308323,-8.3277,-1.04057,-3.59959,-1.68232,-10.3391,-3.45014,3.49433,-7.1807,-7.59705,-0.38801,-1.30779,73.6162
-20454.1,0.951661,0.00105802,10,1023,0,20472.5,6.30876,-9.11938,4.64981,4.03658,-8.67278,-5.53103,-3.5146,-7.36169,0.944319,5.76819,1.25222,-0.0766487,6.81709,2.06886,6.55397,4.61627,2.90578,0.96545,3.25232,1.91601,6.95281,-3.55877,-2.16073,1.74333,0.176187,-11.0732,2.32911,3.06924,2.33953,2.40262,-9.43404,-1.05758,0.920242,-1.06904,-7.52494,-1.72049,1.1968,-8.29423,-5.65565,2.42694,-0.389953,73.9366
-20454.5,0.992595,0.00105802,10,1023,0,20469.7,6.43383,-8.16927,7.22754,2.2915,-8.9569,-7.07513,-5.57045,-8.27064,-1.27927,6.51273,0.912012,0.466191,4.91823,3.44292,3.00974,3.22602,4.20999,2.82554,4.14295,2.52207,7.29406,-1.50467,-4.9269,2.95044,2.09065,-9.87675,3.3317,5.12429,4.6384,1.20331,-9.61791,1.59024,0.853162,-2.83481,-5.297,-3.09416,1.13698,-8.80794,-3.42295,1.71551,-0.386553,73.8471
-20453.3,0.995814,0.00105802,10,1023,0,20475.9,6.13812,-0.307105,-1.70733,0.659421,-11.1383,0.122055,-7.03904,-8.45606,-0.265216,-3.61538,3.48971,-5.39923,1.99931,1.50289,4.77701,-2.861,-4.48977,-3.99735,2.63623,1.18323,-0.332047,-2.20244,-2.52382,7.24748,7.80992,-3.51545,10.7214,10.4171,2.15961,2.16933,-4.27668,9.55006,0.907112,-1.54429,-0.269214,-4.20667,-0.833478,2.55492,-4.28739,-3.42065,2.055,73.6674
-20451.4,1,0.00105802,10,1023,0,20466,6.48341,-1.9144,-3.77147,-1.00389,-6.45333,1.24302,-5.37614,-9.97256,-2.87097,-3.06707,2.47931,-5.4928,3.25142,4.69849,5.73782,-2.52158,-4.08083,-3.0799,0.561046,-2.56641,-1.61107,-2.68678,0.16626,4.70589,7.59382,-2.50942,10.5593,8.55385,6.36956,0.909214,-5.90832,8.0451,0.0857676,-0.162614,0.132099,-5.70025,-1.73169,0.968343,-2.35036,-3.12516,3.79287,73.8027
-20454,0.996901,0.00105802,10,1023,0,20478.9,2.47304,0.297608,1.16512,-0.709936,-8.19611,-1.58576,-6.05362,-9.0893,-2.69571,-2.72487,4.10904,-7.46483,5.44635,3.58966,5.42494,-2.22073,-3.10208,-3.33825,0.675511,-2.17622,-3.2168,-5.85312,1.2325,8.37023,7.73937,-2.59839,8.77413,7.89416,5.78418,0.369101,-4.68596,8.18515,2.87243,-6.30472,-1.39997,-9.98362,-0.850661,-0.98357,-0.152938,-2.884,4.17502,73.7153
-20457.9,0.764603,0.00105802,10,1023,0,20475.7,1.95915,1.39611,1.25904,-1.69541,-7.02493,-3.1028,-3.77613,-9.58404,-2.7246,-5.9659,2.89929,-8.3217,6.2669,6.32568,6.99851,-0.822598,-3.89934,-5.49715,1.87292,-0.100189,-5.55302,-6.8697,1.10633,8.16455,10.5424,-2.43805,7.31339,5.76875,5.55922,-0.170979,-5.67845,10.4517,4.0564,-5.74372,-1.23166,-10.565,0.771608,-2.93392,0.513642,-4.83483,3.70915,73.764
-20460,0.805845,0.00105802,10,1023,0,20480.4,2.16002,2.56504,2.93481,-0.952919,-6.74447,-4.92877,-4.7058,-9.01533,-2.90298,-2.51074,3.61671,-9.07,6.40636,0.121957,5.94471,-2.50229,-4.70059,-9.57156,5.34424,-0.20181,-1.41869,-9.53102,-2.78763,5.68404,13.0487,-0.882283,10.7987,1.01295,5.42249,4.19796,-1.61518,9.367,2.30866,1.38089,-4.47118,-9.07996,4.30939,-6.30966,-0.269882,-6.29454,0.947079,73.8887
-20456.3,0.999995,0.00105802,10,1023,0,20480.8,7.12155,4.8932,3.83459,0.873825,-4.42939,-1.18563,-3.00171,-3.23728,-1.98293,-3.95964,1.81492,-7.91015,0.648616,-6.87888,9.93775,0.225265,-5.04998,-7.16771,5.59114,-0.478159,2.36731,-6.54673,-6.35564,2.42482,4.50689,-2.1313,10.1383,-2.49452,6.90348,7.86347,-6.81944,-2.69033,1.33798,7.08187,0.513758,-8.91458,5.05748,-1.8918,0.625966,-2.79422,9.7379,73.7495
-20456.6,0.990169,0.00105802,10,1023,0,20475.6,9.55673,5.62859,4.59168,0.339981,-4.98032,-2.41103,-0.985628,-1.3543,-2.6152,-3.26059,0.343967,-9.41421,1.37622,-6.99613,8.49008,-1.37401,-4.35471,-7.20772,6.91236,-2.99207,-0.442337,-6.74915,-7.95335,0.844354,6.07569,-0.878782,11.3764,-1.71666,7.05523,5.11628,-0.221986,-4.34401,1.98221,6.79887,0.762653,-6.59647,4.56253,-3.42289,-1.86749,-1.28461,9.88266,73.7295
-20458.4,0.968415,0.00105802,10,1023,0,20480.7,1.40071,7.74614,0.977237,6.81091,-10.7153,-3.05649,-10.6199,-1.3627,3.35583,-4.08179,2.28374,-9.02157,2.11451,-6.19118,4.64765,-0.48559,-4.72533,-8.36487,11.1387,-3.28889,3.50167,0.504757,-2.47228,0.509715,2.03199,3.82016,5.53137,-3.37006,1.23081,-0.690537,1.8757,-4.63731,1.12893,6.54145,-5.74407,-7.02576,7.52619,4.03233,-6.93972,-1.07084,10.7224,73.6937
-20459.7,0.856497,0.00105802,10,1023,0,20482.4,1.96126,9.05327,0.049097,6.97161,-10.4669,-3.13929,-9.66329,0.412961,2.79212,-5.35279,3.21624,-8.81466,0.44256,-6.58356,5.26385,-0.299414,-4.89542,-8.00061,9.824,-2.59334,4.32335,0.946566,-2.91767,1.48536,1.94219,2.84214,4.8618,-3.98942,0.401717,-0.734552,1.74881,-5.44858,1.52602,5.90797,-5.15718,-7.5897,9.0868,4.68217,-7.31082,-1.64811,10.6572,73.9886
-20453.9,0.987103,0.00105802,10,1023,0,20482.2,4.15488,9.31771,1.67425,10.0878,-10.6968,-2.77127,-2.59296,3.62374,6.16903,3.15975,1.52187,-6.66893,-1.00829,-3.69324,5.20284,-2.49178,-2.51499,-5.3772,2.74406,-3.59989,4.92472,0.869232,-0.401766,1.04332,0.569232,6.8138,6.01969,-2.72086,2.14586,3.70626,2.20183,-8.23083,-1.99998,4.36795,-3.12032,-7.74244,7.78327,0.74516,-4.18913,0.80638,5.49591,73.9824
-20446.2,0.999008,0.00105802,10,1023,0,20468.7,6.43026,6.46855,-0.0742843,5.77713,-8.56394,-1.6782,0.721805,2.44641,4.62881,3.51114,0.0637266,-7.54812,1.48603,-2.34705,1.98177,-5.95917,2.19256,-1.48696,-3.94805,-1.38108,1.37662,1.89811,-8.42242,1.19981,-0.370629,4.68885,0.780326,-3.06579,-3.24153,2.4201,-0.546364,-5.42844,2.35177,3.36473,-3.89878,-3.17873,1.27983,-0.323416,-2.3526,-5.16933,-1.11154,73.9291
-20448.2,0.954809,0.00105802,10,1023,0,20474.1,4.30751,1.80912,1.65354,0.259625,-11.9566,-1.93575,-0.590873,5.44666,5.33395,4.76589,1.39066,-7.41242,-4.8112,0.328181,1.70342,-7.25928,1.62719,0.564246,-0.415271,0.103065,-0.0520884,0.231327,-4.26156,0.442371,-0.334144,4.40567,-2.84185,-3.68466,-6.73361,-0.273168,-3.28246,-0.703197,5.12388,0.958778,-6.25124,-7.03563,4.87678,-2.57803,-0.229671,-4.82696,5.06955,73.6336
-20449.4,0.917421,0.00105802,10,1023,0,20462.1,2.69743,8.12388,2.05943,-3.20752,-9.64599,1.16249,-0.258238,5.34865,4.13036,5.56251,0.409722,-3.76842,-3.47059,-4.62886,3.55947,-6.86597,0.576153,0.87985,1.35902,0.471708,-0.460679,1.24463,-4.17404,-0.775997,-1.35034,7.52308,1.61461,-2.83747,-3.36862,-1.5327,-4.45422,-1.53793,7.1736,-0.0656042,-7.90527,-7.71309,5.73011,-1.60089,-2.41195,-2.01584,2.01,73.5152
-20450.5,0.971358,0.00105802,10,1023,0,20468.8,3.32233,9.83517,1.12932,-2.22492,-6.86576,6.92183,0.875399,2.11518,3.07495,7.64253,-0.713442,0.828055,-6.64919,-2.61847,1.5523,-0.15413,1.32553,6.60394,5.28149,3.10216,1.72419,-0.972469,-2.72816,0.674228,3.55314,3.95412,2.16927,1.68476,-3.37043,-0.797811,-8.92122,-2.57089,6.67202,0.787488,2.12284,-7.7386,2.71382,-3.09357,-8.50432,-0.937258,-3.80685,73.5264
-20448.8,0.945288,0.00105802,10,1023,0,20469.3,8.87596,10.3576,0.852923,-3.25947,-5.79344,6.04392,-4.00321,3.55279,5.62622,3.51142,-3.2602,-2.51161,-5.80966,-3.49616,2.55261,0.743723,1.53925,3.29142,-0.00479215,2.78044,-1.79024,-1.80896,-4.21999,2.16636,2.1597,1.51259,-4.87168,-1.84529,-7.4235,4.74504,-7.17194,0.489629,5.61646,3.07477,-0.935005,-1.09502,0.49572,-5.96085,-2.2021,3.42008,-4.87254,73.8623
-20451.6,0.966122,0.00105802,10,1023,0,20470.3,6.09945,6.66219,0.947044,-2.11448,-5.11247,9.30539,-1.48795,-1.35031,9.48637,6.55933,-2.48963,1.33428,-1.40196,-3.05807,2.79806,3.67911,-1.73626,4.95179,0.138964,4.00157,-4.9553,-1.73565,-6.10823,4.6,7.76061,-1.68511,-7.64237,1.597,-5.38403,1.20549,-8.47846,-4.43143,5.75657,5.39826,-2.0231,-3.8067,-2.20694,0.092058,0.0150406,-1.42644,-6.38137,73.6622
-20451,0.506988,0.00105802,10,1023,0,20474.3,6.27669,6.72116,3.98989,-4.64022,-2.49303,9.82296,-5.5248,-1.20675,10.4506,4.62482,-2.87471,0.356322,-4.24638,1.57053,4.49781,1.46004,-4.14143,4.87794,1.6399,-2.67297,-2.11193,-0.733714,-6.97859,1.5535,8.53384,-0.665323,-8.1604,1.19614,-4.62327,-1.95773,-5.47905,-4.64855,5.05741,5.70213,-3.49208,-3.14329,0.72959,2.0633,0.974311,-1.79364,-3.06058,73.7492
-20448.7,0.892204,0.00105802,10,1023,0,20471.3,6.78264,5.09918,3.64782,-2.0197,-1.58141,5.78511,-1.42921,-2.03371,6.67077,4.57634,-5.33972,4.23267,-5.02691,-1.48829,2.31253,2.53883,-3.46795,3.48644,3.42839,-2.24054,-0.882085,-2.37661,-0.197889,-0.587606,5.29367,-3.85174,-10.2844,-1.99593,-2.96921,-2.48523,-3.97306,-8.56476,4.61681,7.05337,-1.05346,-3.66532,0.2783,2.39703,1.66392,-5.00935,1.55802,73.9544
-20453.3,0.999767,0.00105802,10,1023,0,20475.1,6.16132,-0.117711,9.71257,-1.69539,2.06112,3.00222,9.41779,-0.900409,-2.71852,2.82501,2.70088,-0.27087,-3.47832,-11.3467,-5.20048,4.42258,-1.52291,-5.44957,-3.09386,-5.42689,1.04462,-6.26045,-1.86756,6.05993,3.19796,-1.73115,-5.95943,-3.34834,-5.66971,-7.02415,-9.21615,-1.52244,-5.14583,3.19276,-2.1805,-5.78006,3.04497,-0.466913,5.71758,3.47066,-4.1887,73.7548
-20457,0.988357,0.00105802,10,1023,0,20473.3,4.00095,-0.023709,9.89833,-1.44429,4.76186,5.68621,9.37526,-2.36668,-0.345696,3.1213,5.51164,-1.11753,-1.38074,-10.6096,-3.15052,2.78278,-4.8529,-7.22686,-2.29634,-3.76468,1.08602,-8.82992,-5.56128,7.94679,5.9067,-0.602748,-5.50776,-5.53329,-4.86836,-7.49042,-8.94102,-5.20599,-5.01886,1.74968,4.80835,-3.06522,3.65655,-4.94431,5.20699,6.41908,-0.846389,73.8214
-20457.8,0.900172,0.00105802,10,1023,0,20470.8,6.7168,0.975684,10.8877,-2.13426,4.00333,7.04672,8.47414,-2.40347,0.683228,5.83125,5.65505,1.20904,0.0898462,-8.93379,-2.67159,3.00475,-1.4082,-8.44367,-1.68365,-3.26786,0.32354,-9.29831,-5.47128,7.79666,4.47266,-1.2989,-5.06934,-6.32561,-5.62794,-5.97763,-7.43813,-6.59954,-4.06379,1.22349,4.33042,-3.30997,3.10994,-6.36151,4.81792,7.17126,-2.56349,73.5985
-20454.1,0.699726,0.00105802,10,1023,0,20472.4,5.20583,2.92021,7.384,-3.81271,5.31605,6.40941,9.25179,-1.46764,-0.487748,4.22316,4.86325,2.17017,1.35504,-6.72809,-1.30427,2.85935,-1.5068,-6.32975,-1.16055,-1.87452,0.851036,-11.0268,-4.54863,5.78748,5.3369,-1.74054,-5.60966,-3.87171,-5.50934,-5.94224,-7.33664,-6.2347,-3.6613,2.01358,4.50138,-3.59124,1.17844,-5.0956,3.68892,6.42719,-1.29881,73.5268
-20455.2,0.961426,0.00105802,10,1023,0,20488.7,10.3353,0.653558,10.1007,-3.56511,6.89776,3.71031,10.1439,0.574189,-4.66048,3.54271,4.86449,1.67739,0.229788,0.379432,-4.5811,0.000825045,-0.291179,-2.53416,-1.76727,-1.09662,-1.26657,-8.96657,-6.39136,3.71643,2.24918,-2.77119,-4.11793,-2.75677,-0.259121,-8.21492,-7.79542,-6.70906,-2.67641,5.38979,4.21186,-2.58675,-1.1878,-5.42974,6.87111,6.97979,-7.12567,73.8439
-20461.2,0.746527,0.00105802,10,1023,0,20481.5,13.9754,-3.46636,6.64056,-4.13848,10.6699,5.6003,10.2918,-0.180284,-4.68524,6.36889,1.4959,2.64683,4.89357,1.94858,-2.28255,-0.618988,-3.50387,-1.56258,-4.71165,-0.125727,-2.89441,-8.78435,-5.01472,5.26701,1.11306,-2.88172,-8.62816,-1.79059,-1.19743,-8.23095,-9.89228,-5.39082,-4.4838,3.13012,4.40882,-1.42806,-3.18508,-4.43612,4.24514,7.97387,-5.69481,73.4608
-20463.8,0.973567,0.00105802,10,1023,0,20491.9,13.0096,-2.61991,8.25054,-6.25817,12.9726,6.78639,5.12619,-2.40342,-1.69695,5.95141,2.94783,1.31086,9.16229,-2.62345,0.602123,-2.75081,-3.50974,0.513467,-3.44971,-1.04058,-5.84659,-6.66751,-5.89942,5.38454,0.900501,-1.08714,-6.48951,2.82221,-4.39646,-7.05138,-8.79349,-4.12216,-4.54362,4.65431,2.71876,-1.95508,-4.52529,-8.23091,5.08403,10.0555,-7.38049,73.4219
-20460.9,0.983253,0.00105802,10,1023,0,20482.5,9.83925,-5.13223,3.73996,-5.44561,12.4634,5.76852,0.744374,0.230655,-0.297507,7.36387,-0.589355,2.27941,6.62329,0.103529,1.02811,-6.07477,-9.74497,0.662897,-5.54951,-8.27419,-7.72182,-7.37244,-6.27481,2.91172,-3.77284,-3.60106,-6.35889,6.25386,-4.14597,-4.97549,-7.02056,-3.63066,-5.9582,8.29157,1.66856,-2.76829,-3.27247,-8.11574,1.45545,9.58325,-1.48393,73.8187
-20462,0.988302,0.00105802,10,1023,0,20474.9,11.0486,-5.12448,4.46647,-5.38301,12.612,5.67024,-0.311792,-0.404006,1.49957,7.2992,-1.67328,2.39755,7.05926,0.543959,2.06223,-6.13416,-8.63645,0.291462,-5.70021,-8.95069,-7.1794,-7.77473,-6.27111,3.39436,-4.43404,-3.44569,-5.61386,6.10992,-4.00668,-6.43736,-7.61563,-2.80566,-6.18256,7.65265,1.58608,-3.98875,-3.34789,-8.32292,0.452272,9.85833,-1.18782,73.7572
-20460.6,0.973357,0.00105802,10,1023,0,20482.4,6.47127,-8.91041,1.03522,-5.40219,11.1048,7.84338,2.43517,-1.78297,-0.33155,3.66707,-3.3647,3.90493,4.84805,-6.67684,-3.1837,-4.55557,-2.33792,8.67149,-6.0443,-8.86358,-3.98872,-6.52937,-2.62384,3.47135,-7.98,-1.18872,-4.12664,7.85348,-6.16658,-3.97629,-7.58956,-4.19947,-9.76976,5.22196,1.9629,-3.9965,-2.77591,-4.62903,7.3952,8.71727,-2.5086,73.7946
-20458.7,0.927744,0.00105802,10,1023,0,20482.3,3.35978,-6.9256,0.487182,-1.07208,5.65864,9.83922,4.30748,-2.41334,1.84821,6.20029,-2.21987,3.71868,6.28029,-3.4925,0.0140979,-3.81797,1.76268,6.76754,-6.43364,-4.6125,-2.77739,-10.0269,-4.16375,3.6218,-2.74542,-2.18588,-5.47603,8.80855,-8.07672,-9.37653,-8.18126,-4.63465,-9.50297,6.50391,-0.469311,-7.6286,-2.11475,-3.40474,7.1364,1.17842,-3.98718,73.635
-20458.9,0.821723,0.00105802,10,1023,0,20478.9,0.530428,-4.00571,-1.72476,0.364134,6.09288,7.71239,5.14263,-4.26416,3.04096,8.45989,-3.42121,3.84599,8.36243,-1.48921,2.13583,-3.18996,-0.570658,2.23052,-8.58567,-4.94461,-4.07567,-11.1083,-2.2113,7.91831,0.317645,-2.61463,-5.18766,7.78851,-5.89575,-9.34533,-9.24385,-2.00874,-8.71509,4.8966,-1.88284,-4.83864,-3.28974,0.704456,7.27699,1.28743,-3.82553,73.4898
-20459.1,0.999685,0.00105802,10,1023,0,20470.5,0.504169,-4.246,-1.84899,0.744693,6.02731,7.91616,4.84107,-4.10644,2.60777,8.66378,-3.51514,4.05021,7.67579,-0.390268,2.65856,-3.65235,-1.27282,2.80122,-8.45736,-4.87277,-4.02631,-11.2968,-2.62219,8.15131,0.571563,-2.3548,-4.91239,7.4029,-6.02808,-8.73999,-9.43081,-1.93322,-9.03952,4.41495,-2.43913,-5.30566,-4.27936,0.801583,7.41956,1.02598,-3.86178,74.0425
-20457.2,0.992905,0.00105802,10,1023,0,20481.9,1.27289,-2.38788,-1.3311,2.65807,5.71699,8.93252,7.02183,-4.28876,3.6648,7.36711,-3.46121,2.41972,7.96243,-2.42275,3.4361,-4.52034,1.07339,5.448,-6.12912,-3.36343,-6.80229,-12.0282,-1.78407,6.1828,4.16967,-3.83165,-4.29323,8.31783,-5.76973,-9.3972,-9.02844,-1.77006,-7.14715,3.86858,-1.00267,-3.79147,-1.93526,1.70128,6.27179,-0.106287,-3.90914,73.8485
-20455.8,0.999296,0.00105802,10,1023,0,20478.6,2.34097,-3.09851,-1.54572,6.03577,5.93318,6.45935,3.33449,-0.919158,4.63071,11.1684,0.0767955,1.63807,10.1112,-1.87066,3.12348,-1.59044,4.05714,5.7934,-10.912,4.70484,-7.70915,-8.98066,-0.631882,6.28778,2.45906,-4.42546,-0.421248,6.97661,-5.79253,-6.79563,-7.76396,3.46486,-1.58734,4.31343,-4.17313,-3.37098,-3.51945,0.726847,4.20953,-2.86333,-1.64308,73.7963
-20454.1,0.92974,0.00105802,10,1023,0,20469,0.259663,-2.44978,-1.63601,7.05856,5.95954,5.5153,1.98785,-2.07755,4.90869,11.8656,0.636046,0.447387,9.5,-1.11027,2.26355,-1.84356,5.02867,6.01989,-9.74773,4.48066,-7.94852,-8.27196,-1.04853,5.60906,2.27716,-2.57536,-0.704615,7.2091,-4.67856,-5.91849,-6.8704,5.09363,-1.15745,4.30828,-3.65539,-2.01178,-4.17199,0.971013,3.37098,-3.76539,-0.709137,73.7769
-20453.2,0.995552,0.00105802,10,1023,0,20469.2,0.345528,-2.13281,-0.354943,6.14094,5.21557,7.33938,3.51052,-0.594567,5.86463,10.2996,0.485305,-1.21522,8.03317,1.06757,0.687011,-3.38254,3.11717,7.75362,-8.92598,6.45802,-8.05883,-6.37379,-1.27904,4.6439,3.62889,-4.20646,0.990236,5.59654,-3.63263,-5.33854,-6.16245,8.38467,1.51022,3.70396,-2.80978,-2.85982,-3.86177,0.307183,5.30052,-1.00186,-2.10247,73.7321
-20452.6,0.909018,0.00105802,10,1023,0,20476.1,-3.71519,-5.67695,-7.19866,8.66947,2.99597,6.16148,-0.195289,0.145967,-0.492084,8.34667,-2.4765,-4.97411,3.23052,4.98576,-4.68322,-3.01937,3.50628,11.205,-11.0524,-0.333167,1.24194,-4.28046,-1.41815,3.65031,5.24203,-1.90316,3.53075,0.693105,1.28926,-10.6804,-0.261767,2.94165,3.28371,0.266648,-4.65145,-4.22151,-2.79055,-5.25173,-2.03403,0.4378,1.20115,73.776
-20448.9,0.9952,0.00105802,10,1023,0,20465.2,-0.819169,-3.93527,-3.72204,0.00206206,4.07009,2.03869,-1.54269,-2.15249,8.38943,5.48364,0.194649,0.434147,-1.68964,-0.174897,-2.42396,-0.593413,5.77543,8.23074,-13.0481,-0.300467,1.97959,-2.81529,1.93872,0.215925,-0.60927,-4.94823,4.48895,-2.48809,2.31672,-9.33882,-3.35878,1.59693,-2.77081,3.26527,-5.2639,0.873059,-2.64268,-2.0011,-8.61119,-1.32556,-3.14798,73.8025
-20451.5,0.999303,0.00105802,10,1023,0,20473.1,-3.04303,-4.7933,0.274473,2.14095,4.64876,1.67731,-4.26322,-4.84871,8.07727,1.34274,0.263898,-1.62733,-2.03775,0.893101,-0.723306,-0.947526,6.28722,11.1848,-13.266,1.49454,5.17461,-1.45111,-2.71937,2.34394,-4.01073,-4.04616,2.82359,-3.66504,1.15303,-7.22694,-6.33815,3.35208,-2.50016,4.93134,-4.27202,1.18364,1.10843,0.058304,-9.00819,-3.346,-4.47722,73.75
-20457,0.839512,0.00105802,10,1023,0,20474.1,-10.9761,-9.58218,-0.311756,2.13614,2.04996,4.10418,-3.30491,-6.06755,6.95107,3.01626,1.17722,-3.42115,-4.21903,-6.07743,-0.543637,-1.85551,-2.30064,7.43465,-13.3814,3.05992,7.49628,-0.745519,2.0137,-0.903684,-5.20957,-7.67786,1.23063,-6.2602,6.55372,-8.22456,-3.26799,0.826534,0.307956,2.27181,-5.04108,7.30294,0.564804,-0.0876159,-6.88389,-3.74438,1.18034,73.5604
-20458.8,0.999066,0.00105802,10,1023,0,20473.7,-10.6441,-8.24811,0.257025,-1.87602,2.43684,5.11797,-4.15452,-5.43657,8.74867,2.9422,-0.899558,-4.84171,-5.08392,-3.45656,0.704422,-5.08736,-2.46229,5.90276,-15.148,2.40265,8.03877,-1.01657,6.9892,-0.853835,-4.13997,-6.31645,-2.50266,-6.78699,6.34245,-8.4069,-3.33233,2.65023,-2.69926,4.08002,-4.07089,6.19091,0.562932,1.34539,-3.40235,-5.42621,4.24502,73.973
-20456.2,0.994794,0.00105802,10,1023,0,20479.9,-11.1744,-8.08673,0.776708,-0.0487773,3.77577,4.95336,-5.24149,-7.70889,6.44047,2.81299,-4.7579,-4.74503,-5.7535,-0.496031,0.355268,-1.78804,-3.62299,6.87491,-14.624,1.76287,9.48184,-3.97282,6.39669,-1.85998,-2.86518,-3.38551,0.860461,-4.24525,4.3847,-6.18123,-3.22739,-0.836292,-4.02781,4.13614,-4.42375,4.88873,2.51375,4.58202,0.700333,-1.91679,5.5894,73.7914
-20457.2,0.960799,0.00105802,10,1023,0,20482.3,-5.86916,-7.55037,-1.3262,-1.31179,6.35499,3.96876,-5.46864,-9.09177,3.72049,0.362203,-11.2128,-2.25494,-1.63345,0.586697,7.32898,-0.352579,-2.71431,2.87128,-16.3919,0.377318,1.93723,-5.94146,3.11425,3.87795,-1.66053,-7.40964,6.26009,-10.417,6.50546,-2.49192,-5.17141,-1.4849,0.0440557,2.90912,-3.5904,3.64646,-3.41066,2.80628,-0.621263,0.0519354,1.93809,73.8881
-20458.3,0.992831,0.00105802,10,1023,0,20480.5,-6.63144,-0.315357,8.1778,2.06337,8.47039,-4.1601,-6.30568,-7.65398,6.2821,-4.29087,-11.546,-1.32251,-4.06626,1.97522,0.486999,0.00192775,2.55069,5.19662,-16.6356,-1.56901,-2.28324,-9.32386,-2.79577,0.277436,-3.44765,-4.02647,1.10158,-3.17696,7.27059,1.19309,-6.55127,1.89423,2.0514,-0.704608,-11.3185,1.44957,-1.41597,0.973653,-0.747033,3.79908,1.83447,73.8256
-20451.9,0.758197,0.00105802,10,1023,0,20484.3,-1.9185,0.432876,6.08575,0.673957,7.29175,-4.1606,-6.73009,-11.2374,3.03437,-1.8265,-8.78188,0.252953,-3.94928,2.76551,1.4018,-1.24254,3.86312,1.76608,-12.2965,-2.70856,-2.02079,-6.5647,-4.67226,-3.23945,-3.29916,-2.41506,-1.91486,-2.13207,-0.222414,2.23135,-9.70651,1.92674,1.27993,3.03018,-4.62112,-0.369802,1.62406,-3.40152,-2.65746,4.90991,-0.333024,73.977
-20447.6,0.981358,0.00105802,10,1023,0,20465.5,-6.5923,2.2938,4.2272,1.91039,2.74228,-2.31059,-5.15144,-11.7096,1.06535,-0.72103,-2.54737,-0.548757,-6.1982,1.87416,0.411151,0.706093,2.35488,-1.58124,-8.85493,-2.85845,4.06128,-7.93233,-4.85565,-3.75956,0.599537,1.42057,-3.4347,-0.0773659,-0.732654,3.70643,-3.84706,-4.33035,0.247042,1.96462,-7.71657,-0.867983,2.65683,0.367575,2.33077,0.145957,4.79362,73.6227
-20446.1,0.985691,0.00105802,10,1023,0,20471.1,-7.18833,2.95984,3.63126,1.38074,1.69755,-1.19728,-5.78954,-11.7875,-0.214768,0.241543,-1.44947,0.710974,-5.86883,1.70983,1.14951,-0.256458,1.06385,-1.59616,-7.92692,-3.0314,2.95484,-7.02108,-4.32966,-3.06734,-0.845509,1.39936,-1.87068,0.87245,-1.38438,3.70057,-3.13457,-5.00625,-0.275447,1.90037,-6.61624,-0.622298,3.28066,1.89889,0.165044,0.414015,3.5824,73.6013
-20450.7,0.907365,0.00105802,10,1023,0,20472.2,-4.61518,-0.972624,0.728878,3.0865,-0.478958,0.120836,-3.57008,-10.7937,-0.343132,1.69714,-0.734956,-0.870674,-8.1815,-3.45303,0.935793,1.31405,5.33288,-2.41323,-9.17294,-2.53331,-1.93933,-9.9623,-0.109022,0.707639,2.13438,-3.70742,-5.17515,-0.834085,-2.04,3.77964,5.09884,-6.49776,-0.132559,-0.40864,-4.56528,-0.563996,13.4563,0.577833,3.10825,-0.448951,4.26189,73.8372
