# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf3_model
# start_datetime = 2023-07-05 12:21:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf3.data.r
# init = 2 (Default)
# random
#   seed = 757730203 (Default)
# output
#   file = examples\cf\cf3_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mean
-1065.8,0.97628,0.00582471,9,511,0,1068.59,-5.72795,0.317346,-3.74875,-1.62739,-2.93417,1.22262,-6.53329,-5.83773
-1066.33,0.907259,0.00582471,10,1023,0,1069.28,-1.50408,-3.03203,-4.96847,4.23019,-2.94816,-4.30134,-1.79933,-5.57547
-1066,0.861041,0.00582471,9,511,0,1070.27,-6.41625,-2.26702,0.181282,5.11907,4.17633,-4.77795,-1.3179,-5.79847
-1066.27,0.900899,0.00582471,9,1023,0,1068.24,-6.14578,-1.48215,5.78626,-0.847204,1.4925,-6.65263,-0.15515,-5.87733
-1067.88,0.658697,0.00582471,9,511,0,1069.44,-5.05571,-2.48632,7.49043,2.06926,3.47919,-8.28122,-4.94184,-5.684
-1066.11,0.961114,0.00582471,9,511,0,1069.15,-5.52467,-1.93739,5.35249,0.680795,3.72853,-5.73115,1.13801,-5.88337
-1066.03,0.747053,0.00582471,7,249,0,1076.18,1.63348,-7.85547,5.12625,2.36884,1.63684,-3.1374,-0.0535989,-5.87753
-1065.27,0.934619,0.00582471,7,237,1,1071.97,-1.02506,-4.49577,5.47924,-1.46764,3.74938,-1.1107,1.72729,-5.87024
-1065.52,0.919349,0.00582471,10,1023,0,1067.66,1.68537,4.12736,0.980876,-5.17556,1.84497,-4.30705,0.419514,-5.64729
-1066.13,0.770876,0.00582471,9,511,0,1069.2,-0.282114,-6.38894,4.94273,0.494816,5.2493,-1.17965,-3.73558,-5.67975
-1065.48,0.916796,0.00582471,9,511,0,1068.02,0.104806,-5.60076,-2.23727,3.47066,-1.05605,1.40689,4.18647,-5.65107
-1066.28,0.898766,0.00582471,9,511,0,1070.08,4.11623,-2.67922,-2.06478,4.9235,3.48852,3.36845,3.84647,-5.59689
-1068.51,0.723812,0.00582471,9,511,0,1071.21,2.74951,-4.48958,-2.28023,-6.20167,-0.676001,11.1818,0.178769,-5.58305
-1066.58,0.377431,0.00582471,9,511,0,1070.77,5.24298,-3.53919,-2.86259,-6.19584,-0.768576,7.26786,0.558614,-5.847
-1065,0.368516,0.00582471,9,511,0,1069.62,-1.10472,-1.63157,0.493625,3.08158,-1.73365,3.15376,-3.48648,-5.6304
-1066.43,0.960868,0.00582471,9,511,0,1068.38,-1.76372,5.28538,2.91871,1.3464,-5.18798,1.00998,4.62761,-6.00431
-1066.84,0.637216,0.00582471,9,511,0,1072.4,-5.28424,5.92601,7.38539,2.40155,-3.69798,-2.53014,-1.67209,-5.89379
-1066.24,0.911163,0.00582471,9,1023,0,1070.25,-0.457126,9.97677,0.570794,2.2877,-0.643143,0.0578972,-2.37676,-5.66883
-1065.2,0.936247,0.00582471,8,511,0,1071.5,-2.37074,4.21996,-3.9711,-2.17152,-0.363107,-0.882016,-4.81074,-5.8716
-1065.35,0.944085,0.00582471,9,1023,0,1067.5,-1.78291,5.62877,-4.45409,-0.10307,0.273061,-2.55117,4.44786,-5.82529
-1065.1,0.998883,0.00582471,10,1023,0,1067.44,-0.728114,-2.91292,-1.80849,2.79011,2.10259,1.70136,-6.45919,-5.80686
-1065.3,0.993996,0.00582471,9,1023,0,1066.57,-0.739224,-3.01484,-1.48266,-0.185329,2.67885,-0.214599,-7.74438,-5.81583
-1064.51,0.972985,0.00582471,9,511,0,1066.86,1.3971,-1.51899,1.02943,0.312143,-1.93061,2.61542,1.20874,-5.64146
-1065.57,0.978185,0.00582471,7,175,0,1066.19,0.812817,-2.43107,0.897915,0.334751,-2.80996,2.61016,3.4611,-5.5488
-1067.04,0.970046,0.00582471,9,511,0,1068.53,2.83246,1.14746,-2.69681,1.6499,0.569302,2.09332,-5.44715,-5.45476
-1064.78,0.999902,0.00582471,9,511,0,1067.95,2.06518,-1.02506,0.453002,0.720781,2.67643,0.376124,-5.12506,-5.90882
-1069.27,0.941093,0.00582471,9,511,0,1070.31,2.57061,4.51845,7.72754,-4.4147,2.89221,2.27804,10.3459,-5.56516
-1065.66,0.98895,0.00582471,9,511,0,1070.73,0.283814,0.535921,5.54349,-3.46061,4.32433,1.73806,5.72128,-5.79454
-1065.17,0.9997,0.00582471,10,1023,0,1067.7,3.64746,1.71914,-0.25366,0.823255,1.70984,-3.08197,-6.5881,-5.79609
-1065.95,0.999624,0.00582471,10,1023,0,1067.75,1.93615,6.9012,0.801669,2.7862,5.29589,-3.36743,-3.56187,-5.80006
-1068.21,0.744354,0.00582471,9,511,0,1069.19,1.39755,5.87717,2.26536,4.6379,8.17165,-2.27794,-5.65605,-5.55035
-1068.12,0.342537,0.00582471,9,511,0,1072.6,2.42411,6.65204,1.13175,3.52933,8.70704,-2.17384,-7.14099,-5.94905
-1065.3,0.773543,0.00582471,9,511,0,1070.56,-4.26994,2.20225,3.94497,-0.267702,3.71581,0.543468,2.78716,-5.65296
-1066.21,0.804889,0.00582471,9,1023,0,1070.57,2.82804,0.297605,0.178369,-5.49134,-4.33729,0.327331,-4.00529,-5.56286
-1065.62,0.724051,0.00582471,9,511,0,1071.41,-5.74123,3.67827,1.82582,2.59659,4.71503,2.50219,-1.11594,-5.69491
-1065.09,0.967397,0.00582471,10,1023,0,1068.29,3.06347,-3.89497,0.101594,4.36667,-1.01297,-3.23258,2.32966,-5.88432
-1065.75,0.938251,0.00582471,10,1023,0,1066.87,-3.6953,0.40479,7.45006,-1.50764,-2.58909,-1.79228,2.171,-5.91648
-1064.99,0.926887,0.00582471,9,511,0,1068.33,-2.17409,1.27982,4.92766,-0.685927,0.426668,2.50103,-0.533617,-5.62896
-1065.39,0.831451,0.00582471,8,323,1,1071.32,-7.04943,-1.05942,0.49579,-1.75589,2.57504,-3.84836,-2.4305,-5.74238
-1067.21,0.738905,0.00582471,9,511,0,1069.67,0.891859,6.03279,1.72065,-1.14334,4.81218,-2.72134,4.1839,-5.49858
-1066.61,0.992906,0.00582471,10,1023,0,1069.31,-2.08165,-5.89563,-3.30963,1.24638,-4.17656,2.3333,-3.95909,-5.55671
-1065.41,0.882415,0.00582471,9,1023,0,1069.37,4.64388,-2.3669,-2.66836,1.28301,1.54343,1.99853,5.64385,-5.68667
-1065.19,0.89627,0.00582471,9,511,0,1067.64,1.9764,-0.16517,0.260113,-0.911888,4.24567,-0.734763,-2.32002,-6.00322
-1064.63,0.992493,0.00582471,9,511,0,1066.57,1.23542,-0.411236,-3.4129,0.865285,0.154732,-1.30204,-1.9666,-5.62924
-1064.14,0.890656,0.00582471,7,239,0,1068.23,0.837708,-1.89864,-1.03063,0.883281,0.2964,-0.0102215,-3.35118,-5.85505
-1064.7,0.983618,0.00582471,9,511,0,1066.16,1.74185,-0.912152,-1.14599,1.78869,2.59945,-0.207477,-1.78903,-5.96701
-1065.34,0.962513,0.00582471,9,511,0,1067.46,-3.79724,2.97903,3.18269,4.69625,4.40542,-2.13114,-0.0852408,-5.8392
-1065.78,0.987675,0.00582471,10,1023,0,1067.09,-6.08553,-2.53067,-4.56305,3.42845,-1.6676,4.15534,1.45682,-5.71639
-1066.08,0.952636,0.00582471,10,1023,0,1070.01,2.81162,-0.626267,8.89231,0.111213,0.815942,-3.60185,-1.96228,-5.67306
-1066.22,0.923542,0.00582471,9,511,0,1068.76,0.872627,5.22519,1.27872,4.37704,3.15407,-5.72889,1.94828,-5.96436
-1065.12,0.943958,0.00582471,10,1023,0,1068.39,-3.60942,-2.71696,0.291256,-3.87455,-2.519,4.89765,-2.14096,-5.79997
-1065.14,0.990403,0.00582471,9,1023,0,1067.95,-3.23191,2.63338,3.41059,-0.302235,6.27976,0.705144,-0.633899,-5.74742
-1067.88,0.919941,0.00582471,9,511,0,1068.9,-5.47928,8.17369,3.07551,5.81398,5.66802,3.62508,0.717687,-5.64028
-1067.5,0.810883,0.00582471,9,511,0,1071.34,-1.76759,0.886264,0.306878,7.05504,9.17427,-1.01755,3.14687,-5.58989
-1066.57,0.144488,0.00582471,8,255,0,1077.13,-0.642569,1.9167,-1.02332,8.28896,6.17071,0.381895,1.39552,-5.96176
-1065.22,0.997446,0.00582471,9,511,0,1068.12,-5.56404,-0.879289,-1.7377,4.6289,-0.0754579,-0.319622,-2.55082,-5.67795
-1066.11,0.923438,0.00582471,10,1023,0,1069.06,7.38885,-0.244617,0.534239,-1.99684,-0.754667,4.60495,0.360389,-5.98905
-1066.3,0.861047,0.00582471,9,1023,0,1070.26,5.08965,1.09901,1.49964,-5.76648,-1.9998,3.13141,3.72318,-5.5931
-1066.19,0.971295,0.00582471,9,511,0,1068.33,2.96082,-5.2652,2.11154,5.18968,-1.36112,0.141167,-0.735498,-5.55877
-1068.49,0.983543,0.00582471,9,511,0,1070.98,-1.83506,5.5942,-1.25819,-8.66509,-0.30046,0.464088,-6.57789,-6.08065
-1068.12,0.931668,0.00582471,10,1023,0,1072.2,2.00054,-7.3451,-8.89741,-0.590379,4.43941,1.71918,-4.18894,-5.99812
-1068.86,0.264884,0.00582471,7,255,0,1072.96,2.10638,-6.90288,-11.0164,-0.580499,3.23265,1.63585,-3.17969,-6.03661
-1067.29,0.685816,0.00582471,10,1023,0,1071.97,-0.532934,-1.4644,12.4238,-0.365102,-0.857121,4.0251,1.35842,-5.84709
-1067.8,0.191965,0.00582471,9,511,0,1075.69,-5.52496,2.29641,8.51471,1.25116,-5.30017,0.865563,1.08469,-5.53719
-1067.1,0.669015,0.00582471,9,1023,0,1071.98,0.09085,3.21618,-4.42126,2.22745,-0.277256,-5.30927,2.60883,-5.47506
-1067.16,0.883085,0.00582471,9,511,0,1070.45,2.40332,2.96404,-4.10846,1.1927,0.839431,-6.64204,-2.7343,-6.08647
-1066.23,0.965013,0.00582471,9,1023,0,1068.59,1.08058,-0.542388,-6.58043,2.04026,-1.21461,-7.32574,-0.822803,-5.93681
-1066.78,0.984686,0.00582471,9,1023,0,1069.03,-3.44527,-2.30491,-9.43499,1.59021,-2.57373,0.952705,3.87332,-5.64127
-1066.63,0.859492,0.00582471,10,1023,0,1069.93,5.65848,-1.35561,-0.667437,0.328427,1.26868,6.00208,-5.71919,-5.99434
-1066.16,0.766896,0.00582471,10,1023,0,1072.49,2.56528,-5.66539,-0.414496,0.0783622,-3.49566,-0.663351,6.62118,-5.62574
-1065.19,0.911651,0.00582471,9,1023,0,1070.91,-0.458555,-2.11927,-1.70129,5.91873,-4.69852,-0.229385,2.29319,-5.72671
-1065.71,0.87621,0.00582471,10,1023,0,1068.04,-2.16405,-0.983239,2.14871,-4.86842,4.82749,0.866197,-1.83656,-5.98803
-1065.67,0.984219,0.00582471,9,511,0,1067.54,0.0815519,-3.71099,1.01965,-8.05702,-1.16528,-2.6302,-0.239014,-5.69203
-1065.3,0.909213,0.00582471,10,1023,0,1067.61,3.8634,-2.05096,1.51341,1.86897,5.49457,0.325178,-2.6142,-5.92263
-1065.57,0.920402,0.00582471,9,1023,0,1070.22,4.02097,-0.61921,-1.71827,3.29703,4.46586,1.38653,-3.98646,-5.94942
-1064.82,0.98468,0.00582471,9,1023,0,1068.13,2.70215,1.26216,-1.36549,6.56745,-0.578096,-0.557785,-0.585282,-5.82006
-1065.87,0.947052,0.00582471,9,555,1,1070.67,5.97306,-3.90703,1.00518,3.43767,-3.99153,-2.38866,4.59229,-5.7547
-1066.16,0.996834,0.00582471,10,1023,0,1067.64,-7.41091,2.77111,0.296912,-2.73815,5.3113,3.56241,-3.35631,-5.78472
-1066.31,0.999936,0.00582471,10,1023,0,1068.9,8.14631,-2.91258,-3.05084,-0.134335,-3.26766,-4.03873,4.33163,-5.78816
-1065.27,0.968724,0.00582471,10,1023,0,1068.99,3.6554,-3.15775,-2.61599,-1.21779,-1.13564,-5.5631,-3.75718,-5.79663
-1065.94,0.822846,0.00582471,9,511,0,1068.73,-2.54597,5.59875,6.04427,0.468016,-3.07747,-1.24887,1.94011,-5.64195
-1066.83,0.647785,0.00582471,9,511,0,1069.46,-0.0147259,-1.22525,-2.26745,-4.06386,3.79808,-3.10128,-2.92807,-5.47436
-1065.52,0.983388,0.00582471,9,511,0,1068.18,4.58391,-3.39525,2.34325,5.1899,1.79364,-2.27632,1.57317,-5.91203
-1064.48,0.989135,0.00582471,9,511,0,1066.28,3.10149,-2.6523,1.25088,1.1196,2.84696,1.39535,-2.92089,-5.77398
-1065.25,0.96363,0.00582471,9,511,0,1066.28,1.07631,-1.7398,-0.639072,2.97782,5.04467,0.416554,-4.25745,-5.93169
-1067.96,0.825522,0.00582471,9,511,0,1071.96,7.26311,-2.21482,-3.01604,0.40818,1.23389,3.9211,6.39193,-6.08745
-1065.42,0.995914,0.00582471,9,511,0,1069.11,-0.971716,-0.555021,5.6779,-1.39354,-2.39371,-1.38177,-1.52536,-5.59084
-1065.87,0.987882,0.00582471,9,511,0,1067.46,-3.19903,4.06088,2.97353,3.26793,0.151692,1.97427,-2.59029,-5.5644
-1066,0.968223,0.00582471,9,1023,0,1068.42,-5.98154,2.6234,3.02097,2.28539,5.91196,-0.0466578,3.37772,-5.68603
-1064.82,0.999872,0.00582471,10,1023,0,1066.87,0.403136,4.56218,-0.122916,4.07561,2.05494,-2.00635,-2.9826,-5.76729
-1067.77,0.969859,0.00582471,9,511,0,1069.03,5.93627,-2.51377,6.33086,3.39969,1.16787,-9.32326,-1.36231,-5.65013
-1066.75,0.913967,0.00582471,9,511,0,1069.61,5.51886,-3.67343,6.71567,0.894947,-2.01025,-5.45631,-2.64319,-5.93762
-1066.11,0.883834,0.00582471,9,511,0,1069.05,2.70561,-3.12715,1.43319,-6.63149,5.76235,2.02289,0.377565,-5.93091
-1065.94,0.778455,0.00582471,9,511,0,1069.31,2.97435,-2.57144,1.80106,-3.77835,5.23171,1.46796,1.20082,-5.57266
-1066.7,0.757069,0.00582471,9,511,0,1070.24,2.37038,-2.6232,3.61467,-2.31684,-5.57744,-1.32165,1.71765,-5.50345
-1064.54,0.919224,0.00582471,8,255,0,1068.77,2.5626,-1.44301,4.99077,-0.0789176,-2.2832,1.07847,0.796717,-5.75734
-1066.4,0.984668,0.00582471,9,1023,0,1068.26,-7.02639,0.536073,-2.24648,-1.16233,-8.13395,0.985808,3.36654,-5.80749
-1067.22,0.932083,0.00582471,10,1023,0,1070.58,9.87574,-0.274551,2.6274,1.15442,0.40308,3.26993,-7.48273,-5.84295
-1066.35,0.898752,0.00582471,10,1023,0,1069.26,-7.88746,-0.470968,3.94751,0.771064,3.50411,-2.24694,-4.55209,-5.6671
-1065.74,0.914132,0.00582471,9,1023,0,1067.53,-7.84925,0.879799,2.824,0.735523,0.104284,-1.1201,-1.01326,-5.95872
-1064.68,0.969958,0.00582471,9,511,0,1067.1,5.46276,-0.928551,2.63248,-0.707342,0.531961,0.760662,0.643273,-5.88659
-1065.53,0.880139,0.00582471,9,511,0,1068.64,1.96824,-1.7758,0.224559,-6.21524,1.88441,-2.92851,4.72267,-5.68675
-1066.41,0.929067,0.00582471,9,1023,0,1067.67,-0.773651,0.565577,4.24582,3.76502,6.4924,-2.63591,-4.40825,-5.97361
-1065.45,0.583655,0.00582471,9,511,0,1071.66,1.82897,0.323618,-5.57771,-1.84423,-2.32822,6.26758,-2.06451,-5.77836
-1070.05,0.523625,0.00582471,8,255,0,1072.04,-0.250093,-1.11365,-8.92387,-1.19157,-3.26791,5.25701,0.0330591,-6.23438
-1067.68,0.930314,0.00582471,9,511,0,1073.81,0.210238,-2.17138,8.1451,1.9703,1.92025,-7.46811,-6.91459,-5.66343
-1068.05,0.51586,0.00582471,9,511,0,1073.82,7.44895,0.780511,-2.68958,5.91138,0.0494148,-0.109921,3.97862,-6.11194
-1066.03,0.96085,0.00582471,9,511,0,1069.3,7.46964,0.79385,-2.62386,5.89498,0.161693,-0.190766,3.8326,-5.73604
-1068.44,0.431804,0.00582471,9,511,0,1071.37,-0.957235,-7.24582,-3.30951,1.86899,1.68863,-3.13443,-1.64014,-6.18252
-1066.17,0.875464,0.00582471,9,511,0,1072.9,-3.05586,2.16719,-9.10735,-1.19451,-3.7549,2.90728,0.832683,-5.8277
-1068.13,0.79129,0.00582471,9,957,1,1070.67,0.276157,13.214,2.16608,-4.74233,0.661063,0.868787,0.392191,-5.65659
-1068.14,0.575449,0.00582471,5,34,1,1073.02,0.308668,13.2425,2.15485,-5.08475,0.939902,0.494537,0.495114,-5.90941
-1064.37,0.0154461,0.00582471,8,511,0,1074.97,-2.16431,-0.284261,1.07455,-3.15205,3.11242,-1.50336,1.60768,-5.84321
-1065.19,0.989317,0.00582471,9,1023,0,1066.48,3.0693,-3.37,-1.69117,2.87889,1.37537,4.56507,3.23715,-5.69647
-1065.3,0.995331,0.00582471,10,1023,0,1067.71,-3.33989,2.19215,0.789139,3.89418,1.53036,2.75645,-5.68841,-5.71853
-1067.73,0.944197,0.00582471,9,511,0,1069.81,1.95368,6.98996,-5.69591,0.0559599,-6.47886,1.68518,-8.13943,-5.72006
-1065.66,0.726812,0.00582471,9,511,0,1070.07,0.736869,3.65475,-4.70867,-1.01525,-3.08286,2.78908,-4.51601,-5.6408
-1067.19,0.941937,0.00582471,9,511,0,1069.23,8.17119,2.10266,-4.03252,4.82856,-2.21017,3.97057,5.3921,-5.67359
-1064.06,0.999473,0.00582471,9,511,0,1067.5,-0.0504448,-1.58471,-2.06048,2.07283,-1.00663,-0.530069,-2.15366,-5.81118
-1065.02,0.980464,0.00582471,9,511,0,1065.97,0.314398,-0.0133116,-0.578854,4.81001,-0.307303,-3.8701,-4.2836,-5.88278
-1065,0.736137,0.00582471,9,511,0,1070.72,0.982952,-0.979494,-0.97365,3.69027,-0.430828,-4.23497,-2.91342,-5.6447
-1066.33,0.993291,0.00582471,9,511,0,1067.65,-3.00649,5.50751,4.07115,-1.66534,3.6847,2.8867,6.95353,-5.74796
-1068.72,0.631727,0.00582471,9,511,0,1074.09,-7.09087,2.34244,1.96216,-1.84735,-2.22218,-1.85145,10.588,-5.53243
-1066.5,0.915682,0.00582471,9,511,0,1073.51,-2.86794,-4.93294,-6.26152,4.59248,-2.38531,-1.67573,4.69352,-5.91789
-1068.21,0.832806,0.00582471,9,1023,0,1071.1,-1.43035,-1.17473,-7.43361,3.22436,2.62216,2.05634,10.9467,-5.94967
-1067.27,0.974333,0.00582471,9,1023,0,1070.5,-1.87038,-4.01979,-8.56436,0.882629,-1.86129,5.93681,5.42732,-5.66345
-1069.03,0.511603,0.00582471,9,511,0,1074.16,-3.08419,-1.32546,2.36252,-7.47619,6.24529,2.86419,-10.3039,-5.99081
-1069.73,0.84071,0.00582471,10,1023,0,1074.06,-2.10367,-8.65986,-5.75574,4.3718,-1.0815,4.94648,6.17916,-6.11589
-1067.57,0.529182,0.00582471,9,511,0,1074.46,-0.661391,-10.0367,3.66911,3.91318,-4.99483,5.76611,2.03903,-5.76569
-1067.52,0.13347,0.00582471,8,255,0,1070.74,-1.60426,-8.99614,2.48954,5.16475,-5.09606,6.6993,1.0087,-5.84138
-1068.22,0.0687876,0.00582471,8,255,0,1072.81,-1.02678,-7.98262,3.1406,5.85028,-4.25916,7.51365,-0.154362,-5.58643
-1068.38,0.152454,0.00582471,9,511,0,1073.85,-0.877428,4.11792,6.23137,-2.71565,-1.56031,-8.46862,1.22396,-6.09783
-1066.85,0.409546,0.00582471,9,511,0,1073.68,1.9223,3.66575,7.36776,-3.19961,-1.55816,-6.00143,1.57092,-5.60518
-1066.34,0.999385,0.00582471,10,1023,0,1068.64,5.91901,-4.9428,-2.85582,-2.31666,4.95773,3.80166,-2.12058,-5.91348
-1065.8,0.643625,0.00582471,10,1023,0,1070.31,1.70722,-0.586599,-4.75388,-4.288,4.83063,-4.43061,-3.71245,-5.73188
-1065.52,0.705397,0.00582471,9,511,0,1068.26,3.671,-2.51794,5.78461,0.533434,-0.81301,-1.52345,-1.0536,-5.97267
-1065.08,0.962965,0.00582471,9,511,0,1067.42,-0.721597,-1.15324,1.73357,-6.12239,-2.0383,-0.403993,3.05546,-5.90252
-1065.85,0.997453,0.00582471,9,511,0,1066.97,-6.86725,-1.26975,2.6377,-3.22035,-0.240725,-0.57555,-6.20141,-5.83747
-1065.66,0.990691,0.00582471,9,1023,0,1067.79,3.67507,4.42621,7.31762,-2.92089,-0.120786,-0.969211,-0.770586,-5.7609
-1066.07,0.972322,0.00582471,9,511,0,1067.44,2.53613,6.00695,6.7501,-3.24982,3.58689,0.860436,-2.14147,-5.75736
-1066.66,0.994099,0.00582471,10,1023,0,1068.8,-1.66794,7.52413,-8.02716,-0.651111,-3.46208,0.388269,2.8221,-5.84533
-1070.29,0.146083,0.00582471,9,511,0,1075.65,-2.34169,7.77636,-7.5504,-0.136862,-1.73727,-2.72162,6.26189,-6.18635
-1068.77,0.991068,0.00582471,10,1023,0,1073.64,2.91694,1.57537,0.113001,9.75664,-1.85074,4.36725,-3.73867,-6.12356
-1066.09,0.585895,0.00582471,9,511,0,1075.05,7.60428,-0.105046,2.63668,-2.3322,0.0229439,-6.83534,1.33114,-5.77375
-1066.19,0.996477,0.00582471,10,1023,0,1068.38,-7.22081,-1.07118,4.03787,-4.81991,3.44618,2.6986,-3.38837,-5.81588
-1065.07,0.990054,0.00582471,10,1023,0,1067.76,0.0838689,-1.45268,-3.11293,5.19741,-1.92399,-3.66299,3.45018,-5.80332
-1065.31,0.96628,0.00582471,10,1023,0,1067.43,-3.93835,-3.48537,4.79004,-3.64019,-0.200239,0.391692,-1.89161,-5.6801
-1065.48,0.891209,0.00582471,9,511,0,1068.44,-4.07561,-3.5637,5.18788,-3.45279,0.171545,1.00838,-2.45957,-5.67501
-1067.03,0.808944,0.00582471,7,135,0,1073.74,-4.35945,-6.89811,7.63542,-4.09633,1.32794,0.112092,-4.71145,-5.76777
-1064.56,0.885692,0.00582471,9,511,0,1067.79,-0.613168,-1.62805,5.55358,-1.19682,0.726516,-1.64072,1.10242,-5.73799
-1065.15,0.761052,0.00582471,9,511,0,1068.77,-1.38891,1.34324,-5.95844,0.47571,-0.575498,3.03873,0.506533,-5.94238
-1068.49,0.894557,0.00582471,9,511,0,1071.38,-0.738527,1.08033,5.42397,4.19839,-2.32631,7.3418,-10.545,-5.6502
-1067.14,0.9837,0.00582471,9,1023,0,1071.47,-3.84749,1.31988,0.784376,5.9876,-6.77196,-0.446326,-8.38539,-5.7446
-1065.95,0.976547,0.00582471,9,511,0,1071.03,-3.96657,0.569932,1.38777,2.75708,-8.41908,0.433048,-3.66443,-5.7448
-1066.1,0.779089,0.00582471,9,1023,0,1068.02,3.46849,-2.07982,1.40861,-4.53643,6.74279,1.13639,-0.0342815,-5.97571
-1065.11,0.999863,0.00582471,10,1023,0,1067.01,5.11711,-1.76228,-0.983087,1.03884,-3.51005,-1.68587,-1.52382,-5.64536
-1065.08,0.976708,0.00582471,10,1023,0,1068.44,-4.86992,1.29665,-1.01463,-0.551631,5.23894,-0.250938,1.38945,-5.68009
-1065.96,0.802409,0.00582471,9,511,0,1069.15,1.67791,-2.83167,0.904437,-3.32708,0.881211,-0.700918,2.29823,-6.07987
-1067.16,0.981637,0.00582471,8,255,0,1068.26,3.07216,-4.30096,-0.857056,-3.76893,0.148005,3.00124,4.07013,-5.46873
-1065.85,0.750762,0.00582471,9,511,0,1073.6,0.787878,-0.148223,6.85965,-0.891811,0.31458,-4.04978,1.51848,-5.98979
-1064.83,0.824987,0.00582471,8,511,0,1068.15,0.366663,0.453297,4.98612,-2.14034,-1.44173,-2.62006,0.808191,-5.92018
-1066.72,0.974743,0.00582471,10,1023,0,1068.01,7.54594,-0.56733,4.92904,-0.378232,-1.25237,2.67313,3.91353,-5.57959
-1064.77,0.893394,0.00582471,9,1023,0,1069.03,2.60277,-2.73203,-5.69591,-0.652932,-0.047536,-0.153768,-2.3986,-5.78309
-1068.05,0.879984,0.00582471,9,511,0,1069.7,-3.17418,-5.71967,-2.30774,2.70952,2.93218,-7.36082,4.17507,-5.5058
-1069.15,0.697769,0.00582471,9,1023,0,1075.37,-0.659936,-6.71233,-2.93424,-1.56626,4.0011,-0.740571,-12.0838,-6.02146
-1066.25,0.846966,0.00582471,9,511,0,1073.34,3.81111,-5.41256,-4.86617,-2.39552,2.48298,-1.08237,5.75224,-5.90614
-1067.78,0.873728,0.00582471,7,145,0,1071.41,6.19898,-6.10957,-8.59614,-3.06714,2.53502,0.0612312,5.47205,-5.88023
-1066.29,0.998669,0.00582471,9,511,0,1069.19,5.47651,-0.778851,-6.82809,-0.460344,6.77161,-0.983992,1.96192,-5.82341
-1066.52,0.984046,0.00582471,9,511,0,1068.67,3.27655,-7.73013,-6.62247,-1.62807,4.03075,1.64224,2.13327,-5.79358
-1066.46,0.621524,0.00582471,10,1023,0,1071.26,-0.569405,4.16491,2.34542,6.52198,2.04721,-7.5295,-3.29616,-5.78533
-1068.07,0.596911,0.00582471,9,511,0,1070.61,-5.07609,-1.54687,2.64277,5.40139,2.05778,-11.1868,-4.90518,-5.79845
-1065.49,0.0573832,0.00582471,9,511,0,1073.57,1.25455,-2.4902,-1.57203,-3.34977,-1.79779,6.30985,3.52106,-5.68085
-1064.73,0.979051,0.00582471,9,511,0,1067,1.99001,-2.7186,0.990483,1.69611,-3.0028,2.17267,4.41375,-5.84041
-1064.75,0.99569,0.00582471,9,1023,0,1065.74,4.51672,-0.87981,-2.8563,-1.31787,-1.30684,3.31587,-1.32994,-5.87286
-1066.32,0.984228,0.00582471,9,1023,0,1067.76,-3.99713,-4.54331,6.32282,-4.74383,-3.42193,-1.81213,-0.285979,-5.91916
-1067.96,0.297568,0.00582471,9,511,0,1073.89,-4.03832,0.786327,4.70017,-4.80962,-6.27974,-3.06597,1.05373,-5.47424
-1065.91,0.852906,0.00582471,9,511,0,1071.62,1.31621,-0.45794,7.41401,2.17378,5.36414,-4.01172,0.271824,-5.73388
-1066.5,0.958047,0.00582471,9,1023,0,1067.72,-3.48811,2.56533,7.80901,2.99574,6.32236,-3.18861,-0.101225,-5.8151
-1066.7,0.779708,0.00582471,10,1023,0,1069.35,2.7196,-1.649,-2.71161,-8.42301,-6.86197,3.26525,-1.71541,-5.76612
-1067.37,0.341972,0.00582471,9,511,0,1072.82,3.79927,3.69784,-2.16034,7.67744,0.0170711,3.99737,-3.57295,-6.0415
-1066.08,0.999969,0.00582471,10,1023,0,1068.66,-4.40592,-4.46725,3.67416,-6.09737,2.28268,-2.79396,3.37105,-5.72703
-1069.16,0.51171,0.00582471,9,511,0,1071.54,2.46957,-1.11105,-0.65297,12.0081,-6.76497,-1.55566,-5.5252,-5.58594
